Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightingales Vineyard,West Sussex,RH20 3DF,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Oaks Vineyard,Kent,TN26 1EP,England,,0.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noahs Estate,East Yorkshire,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norfolk Vineyard Ltd., The",Norfolk,NR18 9JP,England,,1.2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Court Farm Vineyard,Berkshire,RG40 3SN,England,,0.0719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Court Vineyard,Hampshire,SO24 0AU,England,www.northcourtvineyard.co.uk,0.4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North End Vineyard,North Somerset,BS49 4AS,England,,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northbrook Springs Vineyard,Hampshire,SO32 1FB,England,,8.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutbourne Vineyards,West Sussex,RH20 2HH,England,www.nutbournevineyards.com,9.5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Chalk Vale Vineyard,Hampshire,SO20 6RE,England,www.nyetimber.com,25.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Chartham Downs,Kent,CT4 5QW,England,www.nyetimber.com,19.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Downs Farm,West Sussex,BN18 9LZ,England,www.nyetimber.com,21.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Hazeldown Vineyard,Hampshire,SO20 6EG,England,www.nyetimber.com,32.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Knowe Top Vineyard,West Sussex,RH20 2JZ,England,www.nyetimber.com,47.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Lacton Manor Vineyard,Kent,TN25 4NG,England,www.nyetimber.com,28.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Manor Vineyard,West Sussex,RH20 2HH,England,www.nyetimber.com,42.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Netherland Vineyard,West Sussex,GU28 0PQ,England,www.nyetimber.com,37.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Nutbourne Lane Vineyard,West Sussex,RH20 2HS,England,www.nyetimber.com,6.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - River Vineyard,West Sussex,GU28 0PQ,England,www.nyetimber.com,11.7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Thurnham Court,Kent,ME14 3LG,England,www.nyetimber.com,43.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyetimber - Upperton Vineyard,West Sussex,GU28 9BG,England,www.nyetimber.com,8.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Hill Vineyard,Suffolk,IP21 5PE,England,www.oak-hill.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaken Grove Vineyard,Oxfordshire,RG9 6JG,England,facebook.com/OakenGroveVineyard,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oastbrook Estates,East Sussex,TN32 5XA,England,www.oastbrook.com,4.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oatley Vineyard,Somerset,TA5 2NL,England,www.oatleyvineyard.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off The Line Vineyard,East Sussex,BN27 4EA,England,www.offthelinevineyard.com,2.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Hall Farm Vineyard,Norfolk,NR35 2LP,England,www.oldhallfarm.co.uk,1.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Old Lime Kiln Vineyard, The",Devon,EX6 8QY,England,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Rectory Vineyard (Manor Farm),Suffolk,IP13 6AX,England,,1.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Walls Vineyard,Devon,TQ14 9PQ,England,www.oldwallsvineyard.co.uk,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Woodhouse Vineyard,Dorset,DT7 3SQ,England,,0.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olding Manor Vineyard,London,SE12 0RE,England,www.oldingmanor.co.uk,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ollivers Farm Vineyard,Essex,CO9 4LS,England,www.essex-bed-breakfast.co.uk,0.0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpwoods Farm Vineyard,Oxfordshire,OX44 7JD,England,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovens Farm Vineyard,Lincolnshire,LN11 8RD,England,www.ovensfarmvineyard.com,1.9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over the Road Vineyard,Dorset,DT9 5PN,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxney Organic Estate,East Sussex,TN31 6TU,England,www.oxneyestate.com,13.9280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Painshill Park Vineyard,Surrey,KT11 1JE,England,www.painshill.co.uk,0.7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Painters Vineyard (Stoneyfield Wine),Northamptonshire,NN7 3BZ,England,www.stonyfieldwine.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale Park Vineyard,Cornwall,EX23 0HH,England,www.paleparkvineyard.co.uk,1.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pant Du Vineyard,Gwynedd,LL54 6HE,Wales,www.pantdu.co.uk,2.8340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parc Julian Vineyard,Cornwall,PL30 4HE,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parhams Vineyard,Dorset,SP7 0DE,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Farm,Shropshire,Not known,England,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsonage Farm (Essex),Kent,DA12 3DG,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsonage Farm (Hertfordshire),Hertfordshire,CM22 6AN,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parva Farm Vineyard,Monmouthshire,NP16 6SQ,Wales,www.parvafarm.com,0.9940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvills Vineyard,Essex,CM16 6PL,England,www.parvillsfarm.com,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattingham Vineyard,Staffordshire,WV6 7AU,England,www.pattinghamvineyard.co.uk,5.3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pear Tree at Purton Vineyard, The",Wiltshire,SN5 4ED,England,www.peartreepurton.co.uk,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearta Vineyard,East Sussex,TN35 4ST,England,,1.2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebblebed - Clyst St. George Vineyard,Devon,EX3 0NZ,England,www.pebblebed.co.uk,1.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebblebed - Dragons Den Vineyard,Devon,EX3 0NZ,England,www.pebblebed.co.uk,2.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebblebed - Ebford Eden Community Vineyard,Devon,EX3 0QT,England,www.pebblebed.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pebblebed - Ebford Vineyard,Devon,EX3 0QT,England,www.pebblebed.co.uk,3.2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penarth Vineyard,Powys,SY16 3AN,Wales,,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pengethley Manor Hotel Vineyard,Herefordshire,HR9 6LL,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn Croft Vineyard (Itasca Wines),Hampshire,GU10 5PX,England,itascawines.com,4.8563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstock Hall Vineyard,Kent,TN25 5LL,England,,13.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pen-y-Clawdd Vineyard,Monmouthshire,NP25 4BW,Wales,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perch Hill Vineyard,Somerset,BA5 1JD,England,www.perchhillvineyard.com,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pewley Down Vineyard,Surrey,GU1 2HF,England,www.pewleydownvineyard.co.uk,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phipps Vineyard,Herefordshire,WR13 6EP,England,,1.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilgrims Vineyard,Kent,TN27 0DR,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimlico Way Vineyard,Kent,CT15 7EN,England,facebook.com/Pimlico-Way-Vineyard-Nursery,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinglestone Estate Vineyard,Hampshire,SO24 9TB,England,,33.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinkmead Estate Vineyard,Isle of Wight,PO30 5TU,England,,1.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantation House Vineyards,Worcestershire,DY10 4EP,England,,0.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumford Farms Vineyard,Kent,ME13 0DS,England,,2.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumpton College - Ditchling Vineyard,East Sussex,BN6 8XB,England,www.plumpton.ac.uk,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumpton College - Rock Lodge Vineyard,West Sussex,RH17 7NG,England,www.plumpton.ac.uk,7.0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poets' Way Vineyard,Gloucestershire,GL18 2BL,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polgoon Vineyard,Cornwall,TR20 8TE,England,www.polgoon.com,4.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polmassick Vineyard,Cornwall,PL26 6HA,England,www.polmassickvineyard.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontilen Vineyard,Denbighshire,LL15 1UL,Wales,,0.0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppydown Vineyard & Winery,Hampshire,SO32 3AH,England,www.poppydownvineyard.co.uk,0.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Lympne Vineyard,Kent,CT21 4PD,England,www.aspinallfoundation.org,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potash Vineyard,Essex,CO2 0JX,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poulton Hill Vineyard,Gloucestershire,GL7 5JA,England,www.poultonhillestate.co.uk,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poynings Grange Vineyard,West Sussex,BN45 7AW,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prettyfields Vineyard,Essex,CO7 7PF,England,www.prettyfields.com,7.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priors Dean Vineyard,Hampshire,GU34 3SD,England,www.priorsdeanvineyard.co.uk,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punchbowl Valley Vineyard,Surrey,GU8 6NN,England,www.vineyarddynamics.com,0.2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quance Wines,Devon,EX32 0QH,England,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantock Hills Vineyard,Somerset,TA5 2AD,England,,0.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quintain Vineyard,Gloucestershire,GL18 2DE,England,,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quob Park Estate (Wickham Vyd),Hampshire,PO17 5PG,England,www.quobpark-vineyard.com,6.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quoins Organic Vineyard,Wiltshire,BA15 2PW,England,www.quoinsvineyard.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raimes Family Vineyard,Hampshire,SO24 0NE,England,www.raimes.co.uk,3.4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rathfinny Estate,East Sussex,BN26 5TU,England,www.rathfinnyestate.com,93.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravensthorpe Vineyard,Northamptonshire,NN6 8EN,England,,0.0310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rectory Farm Vineyard,Buckinghamshire,MK46 5DN,England,,0.5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Admiral Vineyards,Hampshire,SO32 3PT,England,www.redadmiralvineyard.co.uk,2.3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Wharf Bay Vineyard,Isle of Anglesey,LL75 8YG,Wales,redwharfbayvineyard.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redbank Vineyard,Herefordshire,HR8 2JL,England,,5.7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redfold Vineyards - Ambriel Sparkling Wine,West Sussex,RH20 2HS,England,www.ambrielsparkling.com,9.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redhill Estate Vineyard,Kent,ME18 5LB,England,www.redhillestate.com,6.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redyeates Wedge Vineyard,Devon,EX17 4HG,England,,2.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renishaw Hall Vineyard,Derbyshire,S21 3WB,England,www.renishaw-hall.co.uk,0.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynolds Estate Wine,Hampshire,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHS Wisley Vineyard,Surrey,GU23 6QB,England,www.rhs.org.uk,0.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeview Wine Estate,East Sussex,BN6 8TP,England,www.ridgeview.co.uk,6.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Valley Vineyard,Essex,CM3 6EW,England,,2.0357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Green Vineyard,Gloucestershire,GL11 6BA,England,roadgreenvineyard.co.uk,0.6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodington Vineyard,Shropshire,TF6 6ND,England,rodingtonvineyard.co.uk,1.6140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck Estates - Hazlehurst Vineyard,East Sussex,TN5 7LF,England,www.roebuckestates.co.uk,17.5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck Estates - Little Brockhurst Vineyard,West Sussex,GU28 9HA,England,www.roebuckestates.co.uk,6.4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck Estates - Roman Villa Vineyard,West Sussex,RH20 1PH,England,www.roebuckestates.co.uk,5.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck Estates - Upperton Vineyard,West Sussex,GU28 0RD,England,www.roebuckestates.co.uk,9.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roebuck Estates - Waterlands Vineyard,West Sussex,RH13 0QZ,England,www.roebuckestates.co.uk,8.0930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolling Green Hills Vineyard,London,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemary Farm Vineyard,East Sussex,TN5 7PT,England,www.arenapursuits.com,10.8513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosemary Vineyard,Isle of Wight,PO33 4BE,England,www.rosemaryvineyard.co.uk,5.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruses Mill Vineyard,Cornwall,PL15 9QH,England,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russetts Vineyard,Essex,CB10 2PW,England,,0.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryedale Vineyards - Farfield Farm Vineyard,North Yorkshire,YO60 7LS,England,www.ryedalevineyards.co.uk,1.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryedale Vineyards - Paradise Farm Vineyard,North Yorkshire,YO60 7PW,England,www.ryedalevineyards.co.uk,1.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saffron Grange Vineyard,Essex,CB10 1UZ,England,www.saffrongrange.com,6.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctus Ltd - Briery Hall Vineyard,Gloucestershire,GL2 3SW,England,,2.2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctus Ltd - Finn Vineyard,Herefordshire,HR9 7UP,England,,2.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctus Ltd - Vale of Castiard Vineyard,Gloucestershire,GL14 1JR,England,,8.3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanden Vineyard,Kent,TN3 9PJ,England,,1.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandhurst Vineyards - Bourne Farm,Kent,TN18 5NT,England,,7.7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandhurst Vineyards - Hoads Farm,Kent,TN18 5PA,England,,22.1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandridge Barton Vineyard,Devon,TQ9 6RL,England,www.sandridgebarton.com,8.9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandyford Vineyard,Essex,CB10 2QE,England,www.salixfarmturkeys.co.uk,0.8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarson Wines,Kent,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Vineyard,Kent,ME15 0QY,England,,8.9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaddows Vineyard,Derbyshire,DE73 7JP,England,www.scaddowsfarm.co.uk,0.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sculdown Vineyard,East Sussex,TN31 6EX,England,facebook.com/Sussex-Tipi-Holidays,0.4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sealwood Cottage Vineyard,Derbyshire,DE12 6PA,England,www.sealwoodcottage.co.uk,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret Valley Vineyard,Somerset,TA5 2DN,England,www.secret-valley.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seer Green Vineyard,Buckinghamshire,HP9 2QF,England,www.seergreenvineyard.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setley Ridge Vineyard,Hampshire,SO42 7UF,England,www.setleyridge.co.uk,2.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Acres Vineyard,Cambridgeshire,PE13 4BJ,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
